ID,Type,Speaker,Expression,Text,Background,Music,Item,Effect,NextID
drebber_relationship,대사,watson,,"[왓슨]: ""백작과는 정확히 언제부터 알고 지냈습니까?""

드레버가 담배를 한 모금 빨고 대답한다.

[이노크 드레버]: ""1878년... 아니, 정확히는 그보다 훨씬 전부터였소.""

[셜록 홈즈]: ""훨씬 전이라면?""

드레버가 잠시 망설인다.

[이노크 드레버]: ""...1861년입니다. 유타주에서... 저도 그곳에 있었소.""

홈즈의 눈빛이 날카로워진다.

[셜록 홈즈]: ""페리에 영감 사건과 관련이 있습니까?""

드레버가 고개를 숙인다.

[이노크 드레버]: ""...저는 백작의 하수인이었습니다. 페리에 영감을 압박하는 일을... 그리고 루시가 죽었을 때... 저는 아무것도 하지 못했소.""",,,,,CHOICE:drebber_1861_role|drebber_lucy_death|continue_investigation_1
drebber_1861_role,대사,watson,,"[왓슨]: ""1861년 사건에서 당신은 정확히 무엇을 했습니까?""

드레버가 떨리는 손으로 담배를 꺼낸다.

[이노크 드레버]: ""저는... 페리에 영감의 사업 파트너를 협박했습니다. 백작의 명령으로... 그들이 계약을 파기하도록...""

[셜록 홈즈]: ""금광 개발권을 가로채기 위해서.""

[이노크 드레버]: ""네... 백작은 스탐거슨을 시켜 서류를 위조했고, 저는 사람들을 협박했습니다. 그리고...""

그가 고개를 떨군다.

[이노크 드레버]: ""페리에 영감은 파산했고, 루시는... 병을 치료할 돈이 없어서... 제가 죽인 겁니다. 제 손에 피가...""

[셜록 홈즈]: ""왜 20년이 지난 지금까지 백작과 함께 있었습니까?""

[이노크 드레버]: ""...협박당했습니다. 백작은 증거를 갖고 있었고, 제가 배신하면 경찰에 넘기겠다고...""",,,,,CHOICE:drebber_blackmail_evidence|drebber_knows_hope|continue_investigation_1
drebber_lucy_death,대사,watson,,"[왓슨]: ""루시가 죽었을 때... 당신은 무엇을 했습니까?""

드레버의 얼굴이 굳어진다.

[이노크 드레버]: ""...그건 내 책임이 아니었소. 백작과 스탐거슨이... 그 둘이 의식을 강행한 거요.""

[셜록 홈즈]: ""도망쳤군요.""

드레버가 짜증스럽게 담배를 비벼 끈다.

[이노크 드레버]: ""제퍼슨 호프가 미친 듯이 달려들었소! 나라고 그 앞을 막을 수 있었겠소?""

그가 방어적인 태도로 덧붙인다.

[이노크 드레버]: ""루시가 죽은 후... 호프가 복수를 맹세했다는 소문을 들었습니다. 하지만 주범은 백작이었으니... 내가 타겟은 아닐 거라 생각했소.""

[왓슨]: ""그래서 도망쳤습니까?""

[이노크 드레버]: ""피신한 거요. 영국으로 왔지. 하지만 백작도 따라왔고... 그 작자가 날 찾아냈소. 그리고... 협박이 시작됐습니다.""",,,,,CHOICE:drebber_hope_threat|drebber_blackmail_evidence|continue_investigation_1
drebber_hope_threat,대사,holmes,,"[셜록 홈즈]: ""호프가 당신도 찾아올 수 있다는 생각은 안 하셨습니까?""

드레버가 불편한 표정으로 담배를 입에 문다.

[이노크 드레버]: ""당연히 생각했소. 하지만 주범은 백작이었으니... 호프가 백작만 노린다면...""

[셜록 홈즈]: ""당신은 안전하다고 생각했군요.""

드레버가 짜증스럽게 대답한다.

[이노크 드레버]: ""그렇게 믿고 싶었소. 뭐 어쩌겠소? 평생 숨어 살 수도 없는 노릇 아니오?""

[왓슨]: ""그런데 왜 이번에 저택에 오셨습니까? 위험하지 않았습니까?""

드레버가 주머니에서 편지를 꺼낸다. 손이 약간 떨린다.

[이노크 드레버]: ""...이걸 받았소. 백작으로부터.""

홈즈가 편지를 받아든다. '마지막 기회다. 오지 않으면 모든 증거를 경찰에 넘긴다.'

[셜록 홈즈]: ""협박 편지로군요.""

[이노크 드레버]: ""뭐, 선택의 여지가 없었다고나 할까요. 그 작자가 증거를 경찰에 넘기면... 난 끝이오.""",,,,,CHOICE:drebber_count_demand|drebber_knows_hope|continue_investigation_1
drebber_count_demand,대사,watson,,"""백작이 당신에게 무엇을 요구했습니까?""

드레버가 씁쓸하게 웃는다.

[이노크 드레버]: ""돈이었소. 5만 파운드... 제가 가진 모든 것을.""

[셜록 홈즈]: ""투자 손실을 메우기 위해?""

[이노크 드레버]: ""아닙니다. 백작은... '침묵의 대가'라고 했습니다. 제가 돈을 주면 과거 증거를 태워주겠다고...""

[왓슨]: ""하지만 믿지 않으셨겠군요.""

드레버가 고개를 끄덕인다.

[이노크 드레버]: ""백작은 절대 증거를 파기하지 않을 사람입니다. 저는... 평생 협박당할 운명이었소.""

[셜록 홈즈]: ""그래서 백작이 사라졌을 때...""

[이노크 드레버]: ""...안도했습니다. 부끄럽지만 솔직히 말하면... 백작이 죽었다면... 저는 자유로워지는 겁니다.""",,,,,CHOICE:drebber_motive_accusation|drebber_knows_hope|continue_investigation_1
drebber_motive_accusation,대사,holmes,,"홈즈가 날카롭게 말한다.

[셜록 홈즈]: ""당신에게는 충분한 동기가 있습니다. 20년간의 협박, 5만 파운드의 갈취... 백작이 사라지면 모든 게 해결되죠.""

드레버가 화들짝 놀란다.

[이노크 드레버]: ""아니오! 저는 안 했습니다! 그날 밤 저는 여관에 있었소!""

[왓슨]: ""증명할 수 있습니까?""

[이노크 드레버]: ""여관 주인이 증인입니다! 저는 밤새 방에 있었고... 나가지 않았소!""

홈즈가 의심스럽게 바라본다.

[셜록 홈즈]: ""하지만 백작이 죽으면 당신이 가장 이득을 보는 사람입니다.""

[이노크 드레버]: ""...그렇습니다. 하지만 저는 안 했습니다. 제발... 믿어주십시오...""

그의 눈빛이 진실된 것 같기도, 거짓말 같기도 하다.",,,,,CHOICE:drebber_alibi_promise|drebber_knows_hope|continue_investigation_1
drebber_alibi_promise,대사,watson,,"""여관 주인에게 확인해보겠습니다.""

드레버가 안도한 표정을 짓는다.

[이노크 드레버]: ""감사합니다... 제발 확인해주십시오. 저는 정말 아무것도 하지 않았소.""

[셜록 홈즈]: ""하지만 한 가지는 확실합니다. 당신도 이 사건과 깊이 연루되어 있다는 것.""

드레버가 고개를 숙인다.

[이노크 드레버]: ""...그건 부인할 수 없습니다. 20년 전의 죄가... 이제야 돌아온 것인지도 모르죠.""",,,,,CHOICE:drebber_knows_hope|continue_investigation_1
drebber_blackmail_evidence,대사,watson,,"[왓슨]: ""백작이 갖고 있던 증거... 정확히 무엇이었습니까?""

드레버가 떨리는 목소리로 답한다.

[이노크 드레버]: ""...편지들입니다. 제가 페리에 영감의 파트너들을 협박할 때 보낸... 그리고 백작과 주고받은 서신...""

[셜록 홈즈]: ""그 증거가 지금 어디 있습니까?""

[이노크 드레버]: ""백작의 금고에... 서재 금고에 보관되어 있을 겁니다.""

홈즈가 메모한다.

[셜록 홈즈]: ""흥미롭군요. 스탐거슨도 같은 말을 했습니다.""

드레버가 놀란다.

[이노크 드레버]: ""스탠거슨도...? 그럼 그도 같은 처지였군요...""

[왓슨]: ""백작은 당신 둘을 모두 협박했던 겁니까?""

[이노크 드레버]: ""...런 것 같습니다. 우리는 백작의 꼭두각시였소.""",,,,,CHOICE:drebber_safe_promise|drebber_knows_hope|continue_investigation_1
drebber_safe_promise,대사,holmes,,"[셜록 홈즈]: ""금고를 열어 확인해보겠습니다.""

드레버가 조심스럽게 묻는다.

[이노크 드레버]: ""만약... 증거를 찾으시면... 어떻게 하실 겁니까?""

[셜록 홈즈]: ""그건 증거의 내용에 달려있습니다.""

[이노크 드레버]: ""...저는 도망칠 수 없겠군요.""

[왓슨]: ""진실을 밝히는 게 최선입니다.""

드레버가 쓴웃음을 짓는다.

[이노크 드레버]: ""진실... 20년 전에 진실을 말했어야 했는데...""",,,,,CHOICE:safe|drebber_knows_hope|continue_investigation_1
drebber_knows_hope,대사,watson,,"[왓슨]: ""제퍼슨 호프를 알고 계십니까?""

드레버의 얼굴이 새하얗게 질린다.

[이노크 드레버]: ""호프... 그 이름을...""

[셜록 홈즈]: ""알고 계시는군요.""

[이노크 드레버]: ""루시의... 약혼자였습니다. 20년 전... 그가 루시의 무덤 앞에서 복수를 맹세하는 걸 봤습니다.""

그가 떨린다.

[이노크 드레버]: ""그날... 그의 눈빛을 잊을 수가 없습니다. 증오와... 결의로 가득 찬...""

[왓슨]: ""그 후로 호프를 본 적이 있습니까?""

드레버가 고개를 젓는다.

[이노크 드레버]: ""아니오... 하지만 늘 두려웠습니다. 언젠가 그가 나타날 거라는 걸... 그리고...""

그가 떨리는 목소리로 말한다.

[이노크 드레버]: ""이번에... 이번에 그가 왔다면... 저도 표적일 겁니다. 백작만이 아니라...""",,,,,CHOICE:drebber_hope_location|drebber_hope_prevention|continue_investigation_1
drebber_hope_location,대사,watson,,"""호프가 어디 있을지 아십니까?""

드레버가 생각에 잠긴다.

[이노크 드레버]: ""...여관에서 한 번 봤습니다. 3개월 전쯤... 저택 근처를 배회하고 있었어요.""

[셜록 홈즈]: ""말을 걸었습니까?""

[이노크 드레버]: ""아니오... 겁이 났습니다. 그는 저를 보고도... 무표정했어요. 하지만 그 눈빛은...""

그가 떨린다.

[이노크 드레버]: ""...죽이겠다는 눈빛이었습니다.""

[왓슨]: ""그런데 왜 경찰에 신고하지 않았습니까?""

드레버가 쓴웃음을 짓는다.

[이노크 드레버]: ""신고요? '20년 전 제가 그의 약혼녀를 죽였으니 체포해달라'고 말하란 겁니까?""

[셜록 홈즈]: ""침묵을 선택했군요.""

[이노크 드레버]: ""...비겁하게도, 그렇습니다.""",,,,,CHOICE:drebber_basement_knowledge|continue_investigation_1
drebber_hope_prevention,대사,holmes,,"[셜록 홈즈]: ""호프의 복수를 막으려는 시도는 안 했습니까?""

드레버가 고개를 젓는다.

[이노크 드레버]: ""...어떻게 막습니까? 그에게는 복수할 권리가 있습니다.""

[왓슨]: ""하지만 당신도 위험하지 않습니까?""

[이노크 드레버]: ""그습니다... 하지만 저는... 어쩌면 죗값을 치러야 할 때가 온 걸지도 모릅니다.""

홈즈가 예리하게 쳐다본다.

[셜록 홈즈]: ""スポ츠값을 치를 각오가 되어있다는 말입니까?""

드레버가 담배를 한 모금 빨고 답한다.

[이노크 드레버]: ""20년간... 악몽을 꿨습니다. 루시가 죽어가는 모습을... 호프가 울부짖는 소리를... 어쩌면 죽는 것이... 더 편할지도 모릅니다.""

그의 눈빛에 깊은 절망이 서려있다.",,,,,CHOICE:drebber_basement_knowledge|continue_investigation_1
drebber_basement_knowledge,대사,watson,,"[왓슨]: ""이 저택에 지하실이 있다는 걸 아십니까?""

드레버가 고개를 끄덕인다.

[이노크 드레버]: ""...네. 백작이 의식을 치르던 곳이죠. 저도 몇 번 내려가 본 적이 있습니다.""

[셜록 홈즈]: ""어떤 의식입니까?""

[이노크 드레버]: ""...모르겠습니다. 백작은 이상한 종교에 심취해 있었고... 지하실에 제단을 만들어뒀더군요.""

홈즈가 날카롭게 묻는다.

[셜록 홈즈]: ""며칠 전부터 지하실 쪽에서 이상한 소리가 들렸다는 보고가 있습니다. 당신도 들었습니까?""

드레버가 떨린다.

[이노크 드레버]: ""...그날 밤... 말소리가 들렸습니다. 백작님과... 다른 누군가. 저는... 확인하러 가지 못했습니다.""

[왓슨]: ""왜 확인하지 않으셨습니까?""

[이노크 드레버]: ""...두려웠습니다. 혹시 호프일까 봐...""

[셜록 홈즈]: ""지하실로 가는 입구는?""

[이노크 드레버]: ""두 곳 있소. 부엌 바닥에 하나... 그리고 뒷뜰 우물로도 내려갈 수 있다고 들었소.""

[왓슨]: ""우물로요?""

드레버가 고개를 끄덕인다.

[이노크 드레버]: ""백작이 가끔 우물로 내려갔다더군요. 지하 터널이 연결되어 있다고... 정확히는 모르겠지만.""

[셜록 홈즈]: ""열쇠는?""

[이노크 드레버]: ""백작만 갖고 있었소. 하지만 서재 금고에 예비 열쇠가 있을 거요.""

홈즈가 메모한다.

[셜록 홈즈]: ""왓슨, 조사가 필요할 것 같습니다.""",upstairs,,,,CHOICE:study_general_investigation|meet_drebber|continue_investigation_2
call_doctor,나레이션,,,"급히 의사를 부른다. 의사가 도착하여 백작을 진찰한다.

의사가 진단을 내린다. ""독의 양이 치명적이지는 않습니다. 하지만 빨리 치료하지 않으면...""",,,,,CHOICE:ending_count_saved|ending_count_dies
tunnel,나레이션,watson,,"터널은 저택 지하로 이어진다. 축축한 벽을 따라 걷자 무거운 철문이 나타난다.

벽에는 누군가가 긁어놓은 흔적이 있다. 손톱 자국... 깊게 파여 있다. 

홈즈가 벽을 만지며 속삭인다. ""피가 묻어있어. 누군가 필사적으로 탈출하려 했던 것 같아.""

철문은 안쪽에서 잠겨있어 열리지 않는다.",,,,,CHOICE:examine_tunnel_door|main_entrance
safe_open_basement_key,나레이션,,,"금고가 열린다!

안에는 다음과 같은 물건들이 있다:
- 낡은 장부 한 권 (1861-1871년 기록)
- 녹슨 열쇠 (지하실용으로 보임)
- 오래된 편지 몇 통

홈즈가 관심 있게 물건들을 살펴본다.",,,,,CHOICE:examine_ledger_safe|got_basement_key|study_room
find_basement,나레이션,holmes,,"부엌 바닥의 양탄자를 들춰내자... 숨겨진 지하실 입구가 나타난다!

무거운 철문에 자물쇠가 걸려있다. 

홈즈가 자물쇠를 살핀다. ""최근에 열렸던 흔적이 있어. 범인이 이미 안에 있을 수 있어!""

문틈 사이로 희미한 촛불 빛이 보인다.",,,,,CHOICE:open_basement|pick_lock_fail
pick_lock_fail,나레이션,holmes,,"홈즈가 자물쇠를 따려고 시도하지만... 특수한 자물쇠라 쉽게 열리지 않는다.

""이건 일반적인 자물쇠가 아니야. 열쇠가 필요해. 저택 안에서 열쇠를 찾아봐야겠어.""",,,,,CHOICE:study_room|main_entrance
pick_lock,나레이션,holmes,,"홈즈가 자물쇠를 따려고 시도하지만... 이 자물쇠는 특수 제작된 것으로 쉽게 열리지 않는다.\\n\\n\""왓슨, 이건 시간 낭비야. 열쇠를 찾아야 해. 금고를 확인해보자.\""",,,,,CHOICE:study_room|main_entrance
open_basement,나레이션,,,"지하실 열쇠를 자물쇠에 끼우자... 찰칵! 문이 열린다.

문을 열자 어둠 속에서 촛불 빛이 보인다. 계단을 내려가니 넓은 지하실이 나타난다.",,,,,CHOICE:basement_hub|basement_hub
chase_hope_to_basement,나레이션,watson,,"호프를 뒤쫓아 저택 안으로 들어간다. 그는 부엌으로 향한다.

바닥의 지하실 입구가 열려있다! 호프가 이미 내려갔다.

홈즈가 속삭인다. ""빨리! 늦으면 안 돼!""

계단을 서둘러 내려가자... 지하실에서 목소리가 들린다.",,,,,CHOICE:basement_scene
tunnel_basement_discovery,나레이션,holmes,,"철문을 밀어보지만 안쪽에서 잠겨있어 열리지 않는다.

홈즈가 말한다. ""이 문은 안쪽에서만 열 수 있어. 범인은 안에서 이 문을 잠갔군. 우리는 저택 안에서 다른 입구를 찾아야 해.""",,,,,CHOICE:main_entrance
hope_diary_discovery,나레이션,watson,,"일기장을 발견한다.

낡은 가죽 표지... 펼쳐본다.

**1861년 3월 15일**
페리에의 딸 루시를 만났다.
그녀의 미소가... 나를 살게 한다.
하지만... 그녀에게는 약혼자가 있다. 
제퍼슨 호프라는 마차꾼... 그리고 그녀는 임신 중이다.
상관없다. 신의 계시가 내게 말했다. 그녀가 ""영원한 신부""라고.

**1861년 5월 3일**
루시를 설득하려 했으나 거부당했다. 
호프가... 방해한다. 그를 제거해야 할까?
아니다. 신이 시험하시는 것이다.

**1861년 7월 2일**
페리에의 사업이 무너졌다. 
이제 그들은 교단에 의지할 수밖에 없다.
루시는... 곧 이해하게 될 것이다.
신의 뜻을.

**1861년 9월 10일**
루시를 ""영원한 신부 의식""에 선택했다.
하지만 그녀는 또 거부했다. 
장로들이 말했다. ""악령이 씌었다""고.
정화가 필요하다. 구마 의식을 해야 한다.

**1861년 11월 20일**
루시가... 아이를 낳았다고 한다.
딸... 엘렌이라고 이름 지었다더라.
루시가 호프와 함께 도망쳤다.
배신자들... 악령의 소행이 분명하다.

**1861년 11월 24일**
루시를 찾았다. 제단으로 데려왔다.
내일... 구마 의식을 행한다.
스탠거슨이 ""위험하다""고 말하지만...
신의 시험이다. 두렵지 않다.

**1861년 11월 25일**
의식을... 행했다.
루시를 제단에... 기도하고... 경전을 읽고...
악령이 저항했다. 루시가 비명을 지르고...
스탠거슨이 ""멈추십시오!""라고 소리쳤지만...
신의 시험이라 믿었다.
그런데... 피가... 너무 많았다.

**1861년 11월 26일**
루시가 죽었다.
나는... 무엇을 한 것인가...
호프가 울부짖었다. 나를 악마라고 불렀다.
맞다. 나는 악마다.
신의 이름으로... 천사를 죽였다.

아이... 엘렌을 찾았다.
루시의... 마지막 부탁이었다.
""엘렌을... 부탁합니다...""
이것이... 내가 할 수 있는 유일한 속죄다.

마지막 페이지에 숫자가 적혀있다: **1861**",,,,,CHOICE:acquire_safe_password|show_diary_holmes|study_general_investigation
well_ask_about_lucy,대사,watson,,"""그 사람은... 누구였습니까?""

나는 조심스럽게 물었다.

호프의 눈에 눈물이 맺혔다.

[호프]: ...루시. 루시 페리에였습니다.

그의 목소리가 떨렸다.

[호프]: 1861년... 병으로... 죽었습니다.

그가 주먹을 쥐었다.

[호프]: 치료비가 없어서...

그가 저택을 노려봤다.

[호프]: 누군가... 우리 재산을 가져갔기 때문에...

그가 입을 다물었다. 더 이상 말하지 않으려는 듯했다.",,,,,CHOICE:press_hope_level_2|present_evidence_to_hope|well_comfort_hope_about_lucy|well_stop_asking
well_comfort_hope_about_lucy,대사,hope,,"[왓슨]: 힘내십시오. 루시는 당신이 슬퍼하는 것을 원하지 않았을 것입니다.

당신이 말하자 호프가 고개를 젓는다.

[제퍼슨 호프]: 아니오... 루시는... 착한 아이였습니다.

그가 떨린다.

[제퍼슨 호프]: 그녀는 마지막까지... '복수하지 말라'고... '행복하라'고 말했습니다.

[제퍼슨 호프]: 하지만... 저는... 약속을 지킬 수 없었습니다.

잠시 침묵이 흐른다.

그가 갑자기 일어선다.

[제퍼슨 호프]: 이만 가보겠습니다. 할 일이 있습니다.",,,,,CHOICE:well_try_stop_hope|well_follow_hope_secretly
well_stop_asking,나레이션,hope,,"당신이 더 이상 묻지 않자 호프가 천천히 일어선다.

""감사합니다... 이해해주셔서..."" 그가 반지를 꺼내 바라본다. ""저는... 이만 가보겠습니다.""

잠깐의 정적.

홈즈가 조용히 당신에게 신호를 보낸다. 호프를 주시하라는 뜻이다.

호프가 저택 쪽으로 걸어간다.",,,,,CHOICE:well_follow_hope_secretly|main_entrance
basement_scene,대사,hope,,"지하실에 들어서자... 소름이 돋는다.

작은 돌방. 벽에는 커다란 초상화가 걸려있다.

젊은 여성... 루시의 얼굴이다.

**""루시 페리에 (1839-1861)""**

그 앞에... 모로 백작이 의자에 묶여있다.

키 큰 남자 제퍼슨 호프가 백작 옆에 서 있다.

""기다리십시오!"" 당신이 외친다.

호프가 놀라 뒤를 돌아본다. 그의 얼굴은... 눈물범벅이다.

""박사님...? 어떻게...""

백작이 당신을 본다. 그는 무사해 보인다. 해를 입은 흔적은 없다.

[모로 백작]: ""왔군요... 홈즈 씨, 왓슨 박사...""

홈즈가 상황을 파악한다.

[홈즈]: 호프... 당신이 백작을 감금한 겁니까?

호프가 고개를 끄덕인다.

[제퍼슨 호프]: ...네.

[제퍼슨 호프]: 하지만 해치지는 않았소.

[제퍼슨 호프]: 다만... 의식을 막기 위해...

당신은 혼란스럽다.

[왓슨]: 의식...?

호프가 방 구석을 가리킨다.

철문이 하나 보인다. 잠긴 문...

[제퍼슨 호프]: 저 너머... 의식실이 있소.

[제퍼슨 호프]: ""영원한 신부 의식""...

[제퍼슨 호프]: 백작... 엘렌을 루시처럼 만들려 했소.

백작이 고개를 젓는다.

[모로 백작]: 아니오... 나는... 그런 적 없소...

호프가 백작을 노려본다.

[제퍼슨 호프]: 거짓말! 엘렌이 직접 봤소!

긴장감이 감돈다.",,,,,CHOICE:watson_moral_reflection_revised|holmes_deduces_basement|ask_count_truth_basement
watson_moral_reflection_revised,나레이션,watson,,"[당신의 생각]

순간, 모든 것이 느려진다. 촛불의 흔들림, 호프의 떨리는 손, 백작의 체념한 눈빛...

나는 개입해야 하는가?

의사로서... 나는 생명을 구하겠다고 맹세했다. 모든 생명을. 심지어 백작 같은 죄인의 생명도.

하지만 인간으로서...

만약 내가 호프였다면? 사랑하는 사람이... 탐욕과 광기의 제물이 되었다면?

아프간에서 나는 전우를 잃었다. 그 슬픔이 얼마나 깊은지 안다. 하지만 그것은 전쟁이었다. 적의 손에...

호프는 다르다. 그는 사랑하는 사람을... 배신과 탐욕 때문에 잃었다. 20년... 7,300일... 매일 밤 악몽을...

정의란 무엇인가? 법정인가, 복수인가, 아니면... 용서인가?

홈즈는 논리와 법을 믿는다. 하지만 그 역시... 완전히 확신하는가?

나는 모르겠다. 하지만 결정해야 한다. 지금, 여기서.

어떻게 해야 하는가?",,,,,CHOICE:save_life_duty|understand_hope_first|trust_holmes_judgment
save_life_duty,나레이션,watson,,"""의사로서 저는 생명을 구해야 합니다.""

당신이 앞으로 나서자 호프가 당신을 봅니다.

""생명? 백작의 생명을 말하는 것이오?""

""그렇습니다. 그가 죄인이라 해도... 법이 판결해야 합니다.""

호프가 쓴웃음을 짓습니다.

""법... 20년 전 법은 어디 있었소? 루시가 죽어갈 때 법은 우리를 구했소?""

그의 말에 당신은 잠시 말문이 막힙니다. 하지만...

""법이 불완전하다는 것을 압니다. 하지만...""",,,,,CHOICE:intervene|intervene
understand_hope_first,나레이션,watson,,"당신은 호프에게 천천히 다가갑니다.

""호프... 당신의 고통을... 이해하려 합니다.""

호프가 놀라 당신을 봅니다. 눈물이 뺨을 타고 흐릅니다.

""20년... 매일 루시를 그리워하며 살았겠지요. 잠들 때마다, 깨어날 때마다...""

호프의 목소리가 떨립니다. ""박사님...""

""저도 전쟁에서 친구를 잃었습니다."" 당신이 조용히 말합니다. ""완전히 같지는 않지만... 상실의 고통을 압니다.""

호프가 고개를 숙입니다. 어깨가 떨립니다.",,,,,CHOICE:intervene|intervene
trust_holmes_judgment,나레이션,watson,,"당신은 홈즈를 바라봅니다.

홈즈가 당신의 시선을 읽고 고개를 끄덕입니다. 그리고 앞으로 나섭니다.

""제퍼슨 호프."" 홈즈의 목소리가 지하실에 울립니다. ""저는 당신의 고통을 이해합니다.""

호프가 홈즈를 봅니다. ""이해...? 당신이...?""

""20년의 세월. 7,300일의 악몽."" 홈즈가 침착하게 말합니다. ""하지만 복수는 당신을 루시에게 데려가지 못합니다.""

홈즈가 잠시 망설이다 계속합니다. ""다만... 당신을 더 깊은 어둠으로 끌어내릴 뿐입니다.""

호프가 떨리는 목소리로 묻습니다. ""그렇다면... 나는 어떻게 해야 하오? 이 20년의 고통을... 어떻게 견뎌야 하오?""",,,,,CHOICE:intervene|intervene
intervene,대사,watson,,"""기다리십시오!"" 당신이 앞으로 나선다.

호프가 당신을 본다. 눈에는 눈물과 혼란이 가득하다.

[제퍼슨 호프]: ""박사님... 저는... 백작을 해치지 않았소.""

[제퍼슨 호프]: ""다만... 의식을 막으려 했을 뿐...""

백작이 고개를 끄덕인다.

[모로 백작]: ""박사... 호프는... 엘렌을 지켰소...""

홈즈가 조용히 말한다.

[셜록 홈즈]: ""진실을 밝혀야 합니다. 누가 의식을 계획했는지...""",,,,,CHOICE:ask_hope_about_ritual|ask_count_about_ritual_plan|suggest_check_ritual_chamber|suggest_interrogate_suspects
holmes_persuades,나레이션,holmes,,"홈즈가 앞으로 나선다.

""호프 씨, 잠시만 기다려주시겠습니까?"" 그가 침착하게 말한다.

""홈즈 씨... 당신은 탐정이오. 법을 믿는 사람이오."" 호프가 말한다. ""하지만 법은... 우리를 지켜주지 못했소.""

""그렇소."" 홈즈가 인정한다. ""20년 전 법은 실패했소. 하지만...""

그가 백작을 본다. ""이 사람이 죽는다고... 루시가 돌아오나?""

호프가 떨린다. ""그건...""

""복수는 아무것도 되돌��지 못해."" 홈즈가 말한다. ""다만... 당신마저 파괴할 뿐이지.""",,,,,CHOICE:help_holmes_persuade|intervene
rush_in_alone,대사,watson,,"당신이 호프에게 돌진한다!

하지만... 호프는 전직 군인이다. 20년간 복수를 준비한 남자다.

그가 당신을 밀쳐낸다. 당신은 바닥에 쓰러진다.

[제퍼슨 호프]: ""박사님! 제발... 방해하지 마시오!"" 그가 절규한다.

홈즈가 당신을 일으킨다.

[셜록 홈즈]: ""왓슨! 무모합니다!""

호프가 알약을 백작 앞에 놓는다...",,,,,CHOICE:intervene|holmes_persuades|struggle_alone
help_holmes_persuade,나레이션,hope,,"""홈즈의 말이 맞습니다."" 당신이 말한다. ""호프... 당신은 좋은 사람입니다. 루시가 사랑한 그 남자입니다.""

호프의 손이 떨린다.

""루시는... 복수하지 말라고 했소..."" 그가 흐느낀다. ""하지만... 나는...""

백작이 조용히 말한다. ""루시... 선한 아이였지... 나는... 그녀를 죽인 거나 마찬가지요...""

""죽이지 마십시오, 호프."" 당신이 말한다. ""루시를 위해서... 살인자가 되지 마십시오.""

긴 침묵.

호프가 탁자를 쓸어버린다. 알약들이 바닥에 흩어진다.

""루시... 미안하오...""",,,,,CHOICE:comfort_hope|true_ending_mercy
persuade_legal,나레이션,hope,,"""법으로 해결합시다."" 당신이 말한다. ""경찰을 부르겠습니다. 백작은 20년 전의 범죄로 처벌받을 것입니다.""

""법?"" 호프가 웃는다. 슬픈 웃음이다. ""20년이 지났소. 시효가 끝났을지도...""

홈즈가 말한다. ""하지만 시도는 해봐야 합니다. 그리고... 백작 본인이 자수한다면...""

백작이 고개를 끄덕다. ""그러겠소... 나는... 도망치지 않겠소. 더 이상은...""

호프가 당신을 본다. ""박사님... 정말 법이... 정의를 실현할까요?""

""모르겠습니다."" 당신이 솔직하게 말한다. ""하지만... 시도해볼 가치는 있습니다.""",,,,,CHOICE:ending_justice|hope_final_choice
negotiate_with_hope,나레이션,hope,,"""호프, 거래를 합시다."" 당신이 말한다.

""거래?"" 호프가 의아해한다.

""백작을 죽이지 마십시오. 대신... 백작이 루시를 위해 무언가를 하게 만듭시다.""

백작이 고개를 든다. ""루시를 위해... 무엇이든 하겠소...""

""자선재단을 만드십시오."" 당이 말한다. ""루시의 이름으로. 가난한 사람들을 돕는...""

호프의 눈에 눈물이 흐른다. ""루시... 그녀는 항상 가난한 사람들을 걱정했지...""

백작이 고개를 숙인다. ""하겠소... 내 전 재산을... 루시를 위해...""",,,,,CHOICE:true_ending_mercy|ending_justice
hope_final_choice,나레이션,hope,,"""결정은 당신의 몫입니다, 호프."" 당신이 말한다.

호프가 약병을 본다. 그리고... 백작을 본다.

긴 침묵.

""루시..."" 그가 속삭인다. ""당신은... 용서하는 사람이었소...""

그가 약병을 내려놓는다.

""나는... 당신처럼 될 수 없소. 하지만..."" 그가 백작을 본다. ""당신의 이름으로... 더 이상 피를 흘리지 않겠소.""

백작이 흐느낀다. ""감사하오... 호프... 감사하오...""

홈즈가 당신을 본다. 존경의 눈빛이다.",,,,,CHOICE:ending_justice|true_ending_mercy
persuade_for_lucy,나레이션,hope,,"""루시는 당신이 살인자가 되는 것을 원하지 않았을 것입니다."" 당신이 말한다.

호프의 눈에 눈물이 맺힌다.

""루시... 내 사랑... 내 전부...""

그가 주머니에서 낡은 편지를 꺼낸다.

""그녀는... '복수하지 말라'고 했소... '행복하라'고...""

편지에 눈물이 떨어진다.

""하지만... 나는 약속을 지킬 수 없었소...""",,,,,CHOICE:weight_of_time|persuade_drop_poison
persuade_drop_poison,나레이션,hope,,"""호프, 알약을 치우십시오."" 당신이 조용히 말한다. ""루시를 위해서...""

호프의 손이 떨린다.

""루시는... 당신이 행복하길 원했습니다. 복수가 아니라... 행복을...""

긴 침묵.

호프가 탁자를 쓸어버린다. 알약들이 바닥으로 흩어진다.

""루시... 미안하오... 늦었소...""

그가 무릎을 꿇고 흐느낀다.

백작도 울고 있다. ""미안하오... 호프... 진심으로...""

홈즈가 당신을 본다. 존경의 눈빛이다.",,,,,CHOICE:comfort_hope|ending_justice
